id,resume_text,category,group_id
9592,"Responsibilities: diffusion, input crafting, api, scikit-learn. Achievements: built scalable data pipelines with retries and monitoring. Core skills: diffusion, gcp, experiment. Recent work includes built scalable data pipelines with retries and monitoring. Focused on robust monitoring, logging, and reproducibility. Core skills: scikit-learn, gcp, cloud. Recent work includes fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,492
6587,"Core skills: ablation, paper, automation. Recent work includes wrote papers describing novel architectures and results. Mentored junior engineers and contributed to open-source tooling. Worked on benchmark, cloud, automation. Delivered: created dashboards to surface business KPIs. Contributed to created dashboards to surface business KPIs and owned cloud, benchmark. Involved in open-source. Responsibilities: automation, paper, ablation, cloud. Achievements: wrote papers describing novel architectures and results.",AI Researcher,387
8100,"Responsibilities: aws, pipeline, python, ablation. Achievements: created dashboards to surface business KPIs. Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned aws, ablation. Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned fine-tune, aws, input crafting, ablation. Worked on python, aws, experiment. Delivered: fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,400
1520,"Involved in mentor. Contributed to developed forecasting models and validated with backtesting and owned monitoring, automation. Contributed to designed metric-driven experiments and tracked results and owned pipeline, monitoring, automation. Involved in open-source. Core skills: monitoring, automation. Recent work includes designed metric-driven experiments and tracked results. Core skills: automation, pipeline. Recent work includes designed metric-driven experiments and tracked results. Involved in on-call.",Data Scientist,20
8689,"Core skills: monitoring, data warehousing, text-to-image. Recent work includes created dashboards to surface business KPIs. Contributed to created dashboards to surface business KPIs and owned llm, text-to-image, data warehousing. Core skills: llm, monitoring, data warehousing. Recent work includes created dashboards to surface business KPIs. Worked on pipeline, api. Delivered: created dashboards to surface business KPIs.",Generative AI,489
2746,"worked on pytorch, experiment, automation. delivered: deployed services as containers with ci/cd. worked on testing, experiment, pytorch, automation. delivered: reduced-precision optimization. core skills: automation, testing, pytorch. recent work includes reduced-precision optimization.",ML Engineer,146
6700,"AI Researcher — experience building ML & data products. Mentored junior engineers and contributed to open-source tooling. Core skills: aws, api, transformer. Recent work includes wrote papers describing novel architectures and results. Worked on feature engineering, api, aws. Delivered: designed metric-driven experiments and tracked results. Worked on monitoring, aws, api, transformer. Delivered: designed metric-driven experiments and tracked results.",AI Researcher,300
5775,"Worked on sql, feature engineering, testing, sql. Delivered: designed ETL jobs and partitioning for low-latency queries. Contributed to designed ETL jobs and partitioning for low-latency queries and owned aws, sql, sql, feature engineering.",Data Engineer,275
314,"Core skills: visualization, pipeline, feature engineering, eda. Recent work includes ran feature selection and cross-validation at scale. Contributed to deployed services as containers with CI/CD and owned monitoring, feature engineering, visualization, eda.",Data Scientist,14
1799,"Responsibilities: monitoring, python, statistical modeling. Achievements: ran feature selection and cross-validation at scale. Contributed to built scalable data pipelines with retries and monitoring and owned pipeline, statistical modeling, pandas, python. Focused on robust monitoring, logging, and reproducibility.",Data Scientist,99
327,"Mentored junior engineers and contributed to open-source tooling. Core skills: scikit-learn, statistical modeling. Recent work includes implemented model evaluation and automated tests. Responsibilities: scikit-learn, testing, monitoring, statistical modeling. Achievements: designed metric-driven experiments and tracked results.",Data Scientist,27
5642,"Worked on testing, sql. Delivered: implemented model evaluation and automated tests. Responsibilities: experiment, api, testing, sql. Achievements: managed streaming pipelines and schema evolution. Responsibilities: experiment, sql, llm. Achievements: implemented model evaluation and automated tests. Core skills: experiment, testing, llm, api. Recent work includes managed streaming pipelines and schema evolution.",Data Engineer,242
4204,"Worked on sql, statistical modeling, cloud, log-based streaming system. Delivered: managed streaming pipelines and schema evolution. Responsibilities: statistical modeling, gcp. Achievements: deployed services as containers with CI/CD.",Data Engineer,204
3129,"ML Engineer — experience building ML & data products. Focused on robust monitoring, logging, and reproducibility. Core skills: experiment, serving, ci/cd, automation. Recent work includes created dashboards to surface business KPIs. Contributed to created dashboards to surface business KPIs and owned serving, ci/cd, experiment.",ML Engineer,129
6860,"Involved in internship. Involved in open-source. Collaborated closely with product and platform teams to define SLAs. Involved in on-call. Contributed to wrote papers describing novel architectures and results and owned cloud, inpainting, api. Contributed to created dashboards to surface business KPIs and owned pipeline, self-supervised, api.",AI Researcher,360
9905,"Core skills: testing, experiment, docker. Recent work includes deployed services as containers with CI/CD. Responsibilities: docker, experiment, pipeline. Achievements: fine-tuned generative models and evaluated outputs qualitatively. Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned docker, pipeline, experiment. Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned docker, inpainting.",Generative AI,405
3968,"Worked on pipeline, model registry. Delivered: implemented model evaluation and automated tests. Contributed to implemented model evaluation and automated tests and owned aws, serving, pipeline, api. Responsibilities: model registry, api. Achievements: implemented model evaluation and automated tests.",ML Engineer,168
5743,"Worked on api, sql. Delivered: designed ETL jobs and partitioning for low-latency queries. Core skills: api, testing, feature engineering, spark. Recent work includes implemented model evaluation and automated tests.",Data Engineer,243
6226,"contributed to deployed services as containers with ci/cd and owned statistical modeling, automation. responsibilities: statistical modeling, theory, experiment, automation. achievements: deployed services as containers with ci/cd. responsibilities: theory, experiment. achievements: deployed services as containers with ci/cd. core skills: statistical modeling, automation, theory. recent work includes deployed services as containers with ci/cd. mentored junior engineers and contributed to open-source tooling.",AI Researcher,326
1973,"Core skills: gcp, api, python, experiment. Recent work includes implemented model evaluation and automated tests. Contributed to implemented model evaluation and automated tests and owned experiment, api, python.",Data Scientist,73
336,"Data Scientist — experience building ML & data products. Worked on testing, feature engineering. Delivered: deployed services as containers with CI/CD. Worked on feature engineering, regression, eda, testing. Delivered: deployed services as containers with CI/CD. Core skills: regression, testing. Recent work includes ran feature selection and cross-validation at scale. Worked on regression, feature engineering, testing. Delivered: ran feature selection and cross-validation at scale.",Data Scientist,36
2764,"Worked on api, sql, latency, pytorch. Delivered: built scalable data pipelines with retries and monitoring. Collaborated closely with product and platform teams to define SLAs. Worked on pytorch, text-to-image, api. Delivered: deployed services as containers with CI/CD. Core skills: text-to-image, sql, python. Recent work includes built scalable data pipelines with retries and monitoring.",ML Engineer,164
7660,"AI Researcher — experience building ML & data products. Core skills: sql, ablation. Recent work includes ran reproducible experiments and released code with ablations. Core skills: ablation, python, sql, ablation. Recent work includes ran reproducible experiments and released code with ablations.",AI Researcher,360
275,"Collaborated closely with product and platform teams to define SLAs. Core skills: cloud, gcp. Recent work includes designed metric-driven experiments and tracked results. Contributed to designed metric-driven experiments and tracked results and owned regression, gcp, eda, cloud. Contributed to developed forecasting models and validated with backtesting and owned gcp, regression, cloud, eda. Core skills: cloud, regression. Recent work includes designed metric-driven experiments and tracked results.",Data Scientist,75
2985,"Core skills: aws, sql, automation, serving. Recent work includes implemented model evaluation and automated tests. Worked on sql, automation. Delivered: implemented model evaluation and automated tests. Contributed to implemented model evaluation and automated tests and owned sql, serving.",ML Engineer,185
5646,"Mentored junior engineers and contributed to open-source tooling. Core skills: sql, cluster compute framework. Recent work includes managed streaming pipelines and schema evolution. Responsibilities: sql, python. Achievements: built scalable data pipelines with retries and monitoring.",Data Engineer,246
5849,"responsibilities: ablation, testing, feature eng, monitoring. achievements: designed etl jobs and partitioning for low-latency queries. responsibilities: ablation, monitoring. achievements: designed metric-driven experiments and tracked results. responsibilities: llm, testing, monitoring, feature eng. achievements: designed metric-driven experiments and tracked results. core skills: ablation, testing. recent work includes designed etl jobs and partitioning for low-latency queries.",Data Engineer,249
3477,"Contributed to designed metric-driven experiments and tracked results and owned feature engineering, llm, cloud. Contributed to designed metric-driven experiments and tracked results and owned model registry, llm.",ML Engineer,177
7558,"Responsibilities: benchmark, gcp. Achievements: built scalable data pipelines with retries and monitoring. Collaborated closely with product and platform teams to define SLAs. Worked on theory, benchmark. Delivered: built scalable data pipelines with retries and monitoring. Responsibilities: gcp, scikit-learn, benchmark, cloud. Achievements: ran reproducible experiments and released code with ablations.",AI Researcher,358
3558,"core skills: ci/cd, latency, sql, pytorch. recent work includes optimized inference latency via quantization and batching. responsibilities: cloud, pytorch, monitoring. achievements: created dashboards to surface business kpis. responsibilities: latency, cloud, gcp. achievements: optimized inference latency via quantization and batching. mentored junior engineers and contributed to open-source tooling. core skills: sql, gcp. recent work includes optimized inference latency via quantization and batching.",ML Engineer,158
2809,"Involved in open-source. Involved in on-call. Responsibilities: model registry, api. Achievements: created dashboards to surface business KPIs. Contributed to implemented model evaluation and automated tests and owned automation, model registry.",ML Engineer,109
9113,"Generative AI — experience building ML & data products. Core skills: cloud, automation, inpainting, input crafting. Recent work includes fine-tuned generative models and evaluated outputs qualitatively. Contributed to built scalable data pipelines with retries and monitoring and owned inpainting, cloud, instruction design, input crafting. Worked on instruction design, automation, cloud. Delivered: built scalable data pipelines with retries and monitoring. Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned inpainting, instruction design, input crafting.",Generative AI,413
4861,"contributed to created dashboards to surface business kpis and owned sql, aws, data warehousing. mentored junior engineers and contributed to open-source tooling. contributed to created dashboards to surface business kpis and owned log-based streaming system, visualization. worked on visualization, sql, aws, data warehousing. delivered: designed etl jobs and partitioning for low-latency queries. responsibilities: aws, visualization, data warehousing, log-based streaming system. achievements: designed etl jobs and partitioning for low-latency queries.",Data Engineer,261
6586,"contributed to created dashboards to surface business kpis and owned theory, gcp, monitoring. contributed to created dashboards to surface business kpis and owned theory, feature engineering. contributed to created dashboards to surface business kpis and owned theory, monitoring, gcp, theory.",AI Researcher,386
3416,"Core skills: cloud, tensorflow. Recent work includes created dashboards to surface business KPIs. Core skills: latency, cloud, tensorflow, gcp. Recent work includes created dashboards to surface business KPIs. Responsibilities: gcp, cloud, tensorflow. Achievements: deployed services as containers with CI/CD. Worked on tensorflow, gcp. Delivered: deployed services as containers with CI/CD.",ML Engineer,116
307,"Contributed to built scalable data pipelines with retries and monitoring and owned sql, eda. Core skills: docker, eda, sql. Recent work includes developed forecasting models and validated with backtesting.",Data Scientist,7
3908,"Worked on gcp, python. Delivered: productionized model serving with autoscaling and caching. Contributed to implemented model evaluation and automated tests and owned python, gcp. Core skills: gcp, python. Recent work includes implemented model evaluation and automated tests. Core skills: gcp, python. Recent work includes productionized model serving with autoscaling and caching. Collaborated closely with product and platform teams to define SLAs.",ML Engineer,108
348,"Worked on scikit-learn, python, monitoring. Delivered: implemented model evaluation and automated tests. Contributed to ran feature selection and cross-validation at scale and owned cloud, scikit-learn, eda. Worked on monitoring, python, scikit-learn, cloud. Delivered: designed metric-driven experiments and tracked results.",Data Scientist,48
826,"contributed to ran feature selection and cross-validation at scale and owned scikit-learn, pandas. worked on sql, scikit-learn, pandas, experiment. delivered: ran feature selection and cross-validation at scale. responsibilities: pandas, experiment. achievements: designed metric-driven experiments and tracked results. worked on scikit-learn, sql, experiment. delivered: ran feature selection and cross-validation at scale.",Data Scientist,26
9501,"Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned api, cloud, self-supervised. Worked on api, gcp, python. Delivered: fine-tuned generative models and evaluated outputs qualitatively. Worked on cloud, api. Delivered: fine-tuned generative models and evaluated outputs qualitatively. Responsibilities: gcp, api, cloud. Achievements: deployed services as containers with CI/CD.",Generative AI,401
4482,"Data Engineer — experience building ML & data products. worked on fine-tune, sql, cloud. delivered: implemented model evaluation and automated tests. responsibilities: serving, fine-tune. achievements: implemented model evaluation and automated tests.",Data Engineer,282
6576,"AI Researcher — experience building ML & data products. Collaborated closely with product and platform teams to define SLAs. Worked on prompt, sql. Delivered: wrote papers describing novel architectures and results. Core skills: pipeline, prompt, sql, benchmark. Recent work includes implemented model evaluation and automated tests. Worked on benchmark, pipeline. Delivered: deployed services as containers with CI/CD. Core skills: benchmark, pipeline, sql. Recent work includes implemented model evaluation and automated tests.",AI Researcher,376
3682,"Contributed to created dashboards to surface business KPIs and owned feature engineering, monitoring, serving. Responsibilities: feature engineering, pytorch, api. Achievements: created dashboards to surface business KPIs.",ML Engineer,182
5876,"worked on data warehousing, automation, kafka, testing. delivered: designed etl jobs and partitioning for low-latency queries. contributed to designed etl jobs and partitioning for low-latency queries and owned api, kafka. mentored junior engineers and contributed to open-source tooling. worked on testing, experiment, api, kafka. delivered: designed etl jobs and partitioning for low-latency queries. core skills: api, data warehousing. recent work includes designed etl jobs and partitioning for low-latency queries.",Data Engineer,276
8387,"Generative AI — experience building ML & data products. Responsibilities: fine-tune, cloud, latency. Achievements: built retrieval-augmented generation flows and safety filters. Core skills: latency, etl, gcp, testing. Recent work includes created dashboards to surface business KPIs. Contributed to created dashboards to surface business KPIs and owned feature engineering, cloud, gcp. Contributed to designed metric-driven experiments and tracked results and owned feature engineering, testing.",Generative AI,487
2053,"Core skills: gcp, automation. Recent work includes productionized mdl serving with autoscaling and caching. Core skills: mdl registry, api, gcp. Recent work includes built scalable data pipelines with retries and monitoring.",ML Engineer,153
71,"Data Scientist — experience building ML & data products. Responsibilities: api, gcp. Achievements: deployed services as containers with CI/CD. Worked on paper, experiment, gcp. Delivered: deployed services as containers with CI/CD. Focused on robust monitoring, logging, and reproducibility. Involved in mentor.",Data Scientist,71
5507,"Data Engineer — experience building ML & data products. Core skills: sql, feature engineering, tensorflow, experiment. Recent work includes created dashboards to surface business KPIs. Focused on robust monitoring, logging, and reproducibility. Responsibilities: tensorflow, experiment, feature engineering, sql. Achievements: created dashboards to surface business KPIs.",Data Engineer,207
8514,"Contributed to implemented model evaluation and automated tests and owned fine-tune, llm, api. Contributed to deployed services as containers with CI/CD and owned llm, fine-tune. Worked on docker, fine-tune, llm, api. Delivered: built retrieval-augmented generation flows and safety filters. Focused on robust monitoring, logging, and reproducibility. Worked on docker, api, llm, fine-tune. Delivered: implemented model evaluation and automated tests.",Generative AI,414
7510,"contributed to deployed services as containers with ci/cd and owned self-supervised, transformer. core skills: feature engineering, self-supervised. recent work includes designed metric-driven experiments and tracked results. mentored junior engineers and contributed to open-source tooling. core skills: self-supervised, transformer, monitoring. recent work includes deployed services as containers with ci/cd. core skills: monitoring, self-supervised. recent work includes wrote papers describing novel architectures and results.",AI Researcher,310
8151,"Responsibilities: cloud, data warehousing. Achievements: fine-tuned generative models and evaluated outputs qualitatively. Worked on python, cloud, monitoring. Delivered: created dashboards to surface business KPIs. Responsibilities: cloud, monitoring. Achievements: created dashboards to surface business KPIs.",Generative AI,451
1666,"core skills: pandas, pipeline, eda, gcp. recent work includes designed metric-driven experiments and tracked results. contributed to implemented model evaluation and automated tests and owned llm, eda, pipeline. core skills: llm, pipeline. recent work includes designed metric-driven experiments and tracked results. worked on llm, pandas, eda. delivered: implemented model evaluation and automated tests.",Data Scientist,66
7861,"Core skills: api, paper, self-supervised. Recent work includes wrote papers describing novel architectures and results. Contributed to built scalable data pipelines with retries and monitoring and owned api, monitoring, paper, self-supervised. Core skills: api, self-supervised, monitoring. Recent work includes wrote papers describing novel architectures and results. Involved in collab.",AI Researcher,361
9159,"Involved in sla. Involved in mentor. Contributed to implemented model evaluation and automated tests and owned inpainting, cloud, monitoring, sql. Involved in POC. Core skills: sql, inpainting. Recent work includes designed metric-driven experiments and tracked results. Worked on inpainting, prompt. Delivered: domain-specific tuning.",Generative AI,459
5688,"Data Engineer — experience building ML & data products. Responsibilities: testing, gcp, benchmark, ci/cd. Achievements: designed metric-driven experiments and tracked results. Contributed to managed streaming pipelines and schema evolution and owned benchmark, testing, gcp. Contributed to designed metric-driven experiments and tracked results and owned benchmark, ci/cd. Core skills: testing, gcp. Recent work includes designed metric-driven experiments and tracked results.",Data Engineer,288
1445,"Core skills: sql, visualization, docker, monitoring. Recent work includes created dashboards to surface business KPIs. Worked on api, sql, monitoring. Delivered: designed metric-driven experiments and tracked results.",Data Scientist,45
5227,"Contributed to managed streaming pipelines and schema evolution and owned gcp, sql, cluster compute framework, aws. Worked on cluster compute framework, kafka, gcp, experiment. Delivered: designed metric-driven experiments and tracked results. Collaborated closely with product and platform teams to define SLAs.",Data Engineer,227
6982,"AI Researcher — experience building ML & data products. Responsibilities: cloud, testing, docker, kafka. Achievements: designed metric-driven experiments and tracked results. Contributed to designed metric-driven experiments and tracked results and owned docker, kafka, testing. Responsibilities: docker, kafka, testing, pipeline. Achievements: ran reproducible experiments and released code with ablations. Contributed to ran reproducible experiments and released code with ablations and owned docker, pipeline, kafka.",AI Researcher,382
1695,"Data Scientist — experience building ML & data products. Responsibilities: experiment, eda. Achievements: developed forecasting models and validated with backtesting. Core skills: regression, eda, api. Recent work includes deployed services as containers with CI/CD. Responsibilities: regression, eda, api, experiment. Achievements: deployed services as containers with CI/CD.",Data Scientist,95
2892,"Contributed to implemented model evaluation and automated tests and owned pytorch, diffusion. Core skills: pipeline, latency. Recent work includes productionized model serving with autoscaling and caching. Responsibilities: latency, pipeline, pytorch. Achievements: implemented model evaluation and automated tests. Worked on diffusion, pytorch, monitoring. Delivered: implemented model evaluation and automated tests.",ML Engineer,192
1574,"Contributed to implemented model evaluation and automated tests and owned eda, pandas. Worked on pandas, gcp, sql. Delivered: built scalable data pipelines with retries and monitoring.",Data Scientist,74
3203,"Core skills: model registry, gcp, api, cloud. Recent work includes implemented model evaluation and automated tests. Worked on cloud, latency, aws. Delivered: implemented model evaluation and automated tests. Core skills: gcp, cloud. Recent work includes designed metric-driven experiments and tracked results. Responsibilities: cloud, pytorch, latency, model registry. Achievements: productionized model serving with autoscaling and caching.",ML Engineer,103
4405,"Core skills: aws, theory, schema, experiment. Recent work includes managed streaming pipelines and schema evolution. Worked on experiment, aws, schema. Delivered: managed streaming pipelines and schema evolution. Contributed to built scalable data pipelines with retries and monitoring and owned schema, aws. Core skills: schema, theory, experiment. Recent work includes built scalable data pipelines with retries and monitoring.",Data Engineer,205
1630,"Core skills: python, pipeline. Recent work includes ran feature selection and cross-validation at scale. Worked on python, regression, pipeline. Delivered: created dashboards to surface business KPIs. Focused on robust monitoring, logging, and reproducibility. Core skills: pipeline, regression, python, regression. Recent work includes created dashboards to surface business KPIs. Core skills: regression, pipeline. Recent work includes ran feature selection and cross-validation at scale.",Data Scientist,30
8380,"Core skills: docker, regression, api, aws. Recent work includes built retrieval-augmented generation flows and safety filters. Contributed to built scalable data pipelines with retries and monitoring and owned api, regression, aws, diffusion. Responsibilities: diffusion, docker. Achievements: built retrieval-augmented generation flows and safety filters. Responsibilities: diffusion, aws. Achievements: built retrieval-augmented generation flows and safety filters.",Generative AI,480
1881,"Data Scientist — experience building ML & data products. Contributed to built scalable data pipelines with retries and monitoring and owned statistical modeling, automation, monitoring. Worked on automation, statistical modeling, testing. Delivered: built scalable data pipelines with retries and monitoring.",Data Scientist,81
8821,"Core skills: docker, sql, prompt, experiment. Recent work includes created dashboards to surface business KPIs. Worked on feature engineering, docker. Delivered: designed metric-driven experiments and tracked results. Contributed to designed metric-driven experiments and tracked results and owned sql, feature engineering, experiment. Contributed to designed metric-driven experiments and tracked results and owned prompt, feature engineering, docker.",Generative AI,421
6463,"Responsibilities: aws, sql, automation. Achievements: designed metric-driven experiments and tracked results. Responsibilities: automation, feature engineering, aws, sql. Achievements: deployed services as containers with CI/CD. Worked on automation, aws, sql. Delivered: designed metric-driven experiments and tracked results. Worked on feature engineering, sql, automation. Delivered: wrote papers describing novel architectures and results.",AI Researcher,363
848,"Core skills: statistical modeling, input crafting, eda. Recent work includes created dashboards to surface business KPIs. Responsibilities: python, eda. Achievements: created dashboards to surface business KPIs. Contributed to created dashboards to surface business KPIs and owned eda, python, statistical modeling, input crafting. Worked on statistical modeling, python. Delivered: implemented model evaluation and automated tests.",Data Scientist,48
9923,"contributed to deployed services as containers with ci/cd and owned monitoring, testing. contributed to built scalable data pipelines with retries and monitoring and owned testing, monitoring. contributed to built scalable data pipelines with retries and monitoring and owned monitoring, testing.",Generative AI,423
6188,"AI Researcher — experience building ML & data products. Core skills: python, pipeline. Recent work includes created dashboards to surface business KPIs. Contributed to designed metric-driven experiments and tracked results and owned pipeline, python, ablation. Responsibilities: self-supervised, theory, ablation. Achievements: designed metric-driven experiments and tracked results. Contributed to created dashboards to surface business KPIs and owned self-supervised, python.",AI Researcher,388
5869,"Data Engineer — experience building ML & data products. Contributed to managed streaming pipelines and schema evolution and owned sql, feature engineering. Responsibilities: statistical modeling, eda. Achievements: implemented model evaluation and automated tests.",Data Engineer,269
2877,"Contributed to designed metric-driven experiments and tracked results and owned monitoring, python. Core skills: python, monitoring. Recent work includes productionized model serving with autoscaling and caching. Responsibilities: monitoring, python, paper. Achievements: designed metric-driven experiments and tracked results. Core skills: python, monitoring, paper. Recent work includes productionized model serving with autoscaling and caching.",ML Engineer,177
186,"Responsibilities: testing, eda. Achievements: implemented mdl evaluation and automated tests. Contributed to implemented mdl evaluation and automated tests and owned benchmark, feature eng. Mentored junior engineers and contributed to open-source tooling. Responsibilities: visualization, python, feature eng, testing. Achievements: implemented mdl evaluation and automated tests.",Data Scientist,86
3779,"ML Engineer — experience building ML & data products. Worked on pytorch, docker, sql, model registry. Delivered: designed metric-driven experiments and tracked results. Core skills: sql, model registry, pytorch. Recent work includes optimized inference latency via quantization and batching. Responsibilities: pytorch, model registry, sql, docker. Achievements: designed metric-driven experiments and tracked results. Contributed to optimized inference latency via quantization and batching and owned docker, model registry, pytorch.",ML Engineer,179
1830,"responsibilities: etl, eda, schema, automation. achievements: built scalable data pipelines with retries and monitoring. contributed to built scalable data pipelines with retries and monitoring and owned schema, etl, pipeline, statistical modeling. worked on statistical modeling, schema, etl. delivered: built scalable data pipelines with retries and monitoring.",Data Scientist,30
8325,"Responsibilities: etl, kafka, latency, api. Achievements: deployed services as containers with CI/CD. Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned latency, kafka, automation, api. Core skills: latency, automation. Recent work includes designed metric-driven experiments and tracked results. Worked on api, automation, latency. Delivered: fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,425
9241,"Generative AI — experience building ML & data products. Worked on testing, experiment. Delivered: designed metric-driven experiments and tracked results. Worked on fine-tune, experiment, statistical modeling, gcp. Delivered: implemented model evaluation and automated tests.",Generative AI,441
6378,"contributed to ran reproducible experiments and released code with ablations and owned self-supervised, experiment, cloud. mentored junior engineers and contributed to open-source tooling. responsibilities: self-supervised, cloud. achievements: created dashboards to surface business kpis.",AI Researcher,378
1234,"Worked on experiment, feature engineering. Delivered: created dashboards to surface business KPIs. Responsibilities: pandas, prompt, statistical modeling. Achievements: developed forecasting models and validated with backtesting. Core skills: pandas, prompt, feature engineering. Recent work includes created dashboards to surface business KPIs.",Data Scientist,34
6964,"Contributed to built scalable data pipelines with retries and monitoring and owned automation, experiment. Worked on feature engineering, experiment, pytorch, automation. Delivered: wrote papers describing novel architectures and results.",AI Researcher,364
3915,"core skills: spark, tensorflow, api. recent work includes model compression. worked on python, spark. delivered: model compression.",ML Engineer,115
446,"Responsibilities: gcp, model registry, sql. Achievements: built scalable data pipelines with retries and monitoring. Mentored junior engineers and contributed to open-source tooling. Worked on sql, model registry, gcp. Delivered: built scalable data pipelines with retries and monitoring.",Data Scientist,46
844,"Data Scientist — experience building ML & data products. Involved in collab. Collaborated closely with product and platform teams to define SLAs. Contributed to developed forecasting models and validated with backtesting and owned text-to-image, aws, python. Involved in sla. Involved in mentor. Worked on text-to-image, gcp, statistical modeling. Delivered: implemented model evaluation and automated tests. Core skills: gcp, scikit-learn, text-to-image, python. Recent work includes implemented model evaluation and automated tests.",Data Scientist,44
8062,"Worked on neural language model, schema, pipeline, gcp. Delivered: fine-tuned generative models and evaluated outputs qualitatively. Worked on python, schema, neural language model, pipeline. Delivered: implemented model evaluation and automated tests. Core skills: neural language model, gcp, schema, pipeline. Recent work includes fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,462
5402,"Core skills: diffusion, gcp, sql, monitoring. Recent work includes managed streaming pipelines and schema evolution. Contributed to managed streaming pipelines and schema evolution and owned automation, gcp, monitoring, diffusion. Responsibilities: monitoring, automation, sql, python. Achievements: managed streaming pipelines and schema evolution. Contributed to built scalable data pipelines with retries and monitoring and owned automation, monitoring, gcp, sql.",Data Engineer,202
2440,"Responsibilities: cloud, automation, api, feature engineering. Achievements: optimized inference latency via quantization and batching. Core skills: automation, api. Recent work includes created dashboards to surface business KPIs. Core skills: feature engineering, api. Recent work includes created dashboards to surface business KPIs.",ML Engineer,140
3103,"Responsibilities: ci/cd, aws. Achievements: implemented model evaluation and automated tests. Worked on pipeline, aws, python, testing. Delivered: implemented model evaluation and automated tests.",ML Engineer,103
8585,"Responsibilities: pipeline, diffusion, docker, experiment. Achievements: designed metric-driven experiments and tracked results. Contributed to implemented model evaluation and automated tests and owned experiment, docker, pipeline.",Generative AI,485
6791,"AI Researcher — experience building ML & data products. Responsibilities: sql, streaming messaging system, testing, monitoring. Achievements: ran reproducible experiments and released code with ablations. Core skills: transformer, monitoring, cloud. Recent work includes ran reproducible experiments and released code with ablations.",AI Researcher,391
5650,"Contributed to managed streaming pipelines and schema evolution and owned automation, sql, monitoring. Involved in mentor. Involved in on-call. Contributed to built scalable data pipelines with retries and monitoring and owned etl, kafka, monitoring, sql. Worked on automation, etl. Delivered: managed streaming pipelines and schema evolution. Worked on kafka, monitoring, automation, etl. Delivered: managed streaming pipelines and schema evolution. Involved in sla.",Data Engineer,250
1294,"Data Scientist — experience building ML & data products. responsibilities: pipeline, tensorflow, automation. achievements: developed forecasting models and validated with backtesting. responsibilities: statistical modeling, pipeline. achievements: implemented model evaluation and automated tests. core skills: automation, statistical modeling. recent work includes created dashboards to surface business kpis.",Data Scientist,94
5079,"Worked on experiment, eda, monitoring. Delivered: designed metric-driven experiments and tracked results. Contributed to designed metric-driven experiments and tracked results and owned api, monitoring, experiment. Involved in mentor. Contributed to designed metric-driven experiments and tracked results and owned monitoring, eda, api, experiment. Involved in internship.",Data Engineer,279
9016,"Responsibilities: testing, inpainting. Achievements: designed metric-driven experiments and tracked results. Worked on pipeline, inpainting. Delivered: designed metric-driven experiments and tracked results. Contributed to built retrieval-augmented generation flows and safety filters and owned pipeline, testing, inpainting.",Generative AI,416
5067,"Data Engineer — experience building ML & data products. Focused on robust monitoring, logging, and reproducibility. Worked on aws, serving, docker. Delivered: designed metric-driven experiments and tracked results. Contributed to designed metric-driven experiments and tracked results and owned aws, api, docker, feature engineering.",Data Engineer,267
3442,"Focused on robust monitoring, logging, and reproducibility. Contributed to productionized model serving with autoscaling and caching and owned sql, serving, testing. Worked on sql, serving. Delivered: productionized model serving with autoscaling and caching. Responsibilities: serving, sql, testing. Achievements: built scalable data pipelines with retries and monitoring.",ML Engineer,142
8451,"Generative AI — experience building ML & data products. Responsibilities: pipeline, aws. Achievements: built retrieval-augmented generation flows and safety filters. Core skills: aws, cloud, pipeline. Recent work includes designed metric-driven experiments and tracked results.",Generative AI,451
7273,"Worked on ablation, gcp, theory. Delivered: deployed services as containers with CI/CD. Contributed to wrote papers describing novel architectures and results and owned ablation, docker, gcp. Contributed to deployed services as containers with CI/CD and owned monitoring, gcp, theory, docker. Responsibilities: docker, cloud, ablation. Achievements: wrote papers describing novel architectures and results. Focused on robust monitoring, logging, and reproducibility.",AI Researcher,373
6105,"AI Researcher — experience building ML & data products. Worked on pipeline, transformer, monitoring. Delivered: built scalable data pipelines with retries and monitoring. Worked on transformer, pipeline, monitoring. Delivered: ran reproducible experiments and released code with ablations.",AI Researcher,305
776,"contributed to ran feature selection and cross-validation at scale and owned automation, spark, monitoring. worked on spark, automation, monitoring, experiment. delivered: deployed services as containers with ci/cd. core skills: monitoring, spark, automation, api. recent work includes deployed services as containers with ci/cd. contributed to designed metric-driven experiments and tracked results and owned spark, experiment, automation, api.",Data Scientist,76
